Issuer,Reference,Type,Link,Origin,Source,CoE MS,Year,Comments,Update,fundamental rights,human agency,human rights,non discrimination,non maleficence,rule of law,sustainable development,well being,accountability,autonomy,beneficence,democracy,dignity,diversity,explainability,fairness,freedom,inclusive,justice,liability,literacy,oversight,privacy,responsibility,robustness,safe,solidarity,sustainability,transparency,trust,trustworthy
White House (US),Guidance for Regulation of Artificial Intelligence Applications,Binding instrument,https://www.whitehouse.gov/wp-content/uploads/2020/01/Draft-OMB-Memo-on-Regulation-of-AI-1-7-19.pdf,National Authorities,United States,No,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
The Law Library of the Congress,Regulation of Artificial Intelligence in Selected Jurisdictions,Report/Study,https://www.loc.gov/law/help/artificial-intelligence/regulation-artificial-intelligence.pdf,National Authorities,United States,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presidential advisory for economic affairs and digital transformation (Colombia),Ethical Framework for Artificial Intelligence in Colombia,Principles/Guidelines/Charters,https://mycloud.coe.int/s/FFFMLg884J6W3na,National Authorities,Colombia,No,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Presidential executive order (Russia),National Strategy for AI,Policy paper,http://namib.online/wp-content/uploads/2019/10/О-развитии-искусственного-интеллекта-в-РФ.pdf,National Authorities,Russian Federation,Yes,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA2030Mx,Principios de IA de la OCDE,Principles/Guidelines/Charters,https://www.ia2030.mx/principios-ia,Multistakeholder,Mexico,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,01","0,00","0,00","0,01","0,01","0,01","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00"
Executive Yuan (Taiwan),AI Taiwan Action Plan,Policy paper,https://english.ey.gov.tw/News3/9E5540D592A5FECD/1dec0902-e02a-49c6-870d-e77208481667,National Authorities,Taiwan,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accenture,Universal Principles of Data Ethics,Principles/Guidelines/Charters,https://www.accenture.com/t20160629T012639Z__w__/us-en/_acnmedia/PDF-24/Accenture-Universal-Principles-Data-Ethics.pdf,Private Sector,United States,No,2016,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Accenture UK,Responsible AI and Robotics. An Ethical Framework,Principles/Guidelines/Charters,https://www.accenture.com/gb-en/company-responsible-ai-robotics,Private Sector,United Kingdom,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Adapt Center,Ethics Canvas,Principles/Guidelines/Charters,https://www.ethicscanvas.org/index.html,Private Sector,Ireland,Yes,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
ADEL,Algorithm Data Ethics Label,Principles/Guidelines/Charters,http://www.adel-label.com/adel/,Private Sector,France,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"Aptiv, Audi, BMW, Daimler and other automotive companies",Safety First for Automated Driving – Proposed technical standards for the development of Automated Driving,Principles/Guidelines/Charters,https://www.heise.de/downloads/18/2/7/0/8/1/7/0/safety-first-for-automated-driving.pdf,Private Sector,Germany,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Bitkom,Guidelines for Big Data Use - Leitlinien für Big Data Einsatz,Principles/Guidelines/Charters,https://www.bitkom.org/sites/default/files/file/import/150901-Bitkom-Positionspapier-Big-Data-Leitlinien.pdf,Private Sector,Germany,Yes,2015,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Bitkom,Recommendations for the responsible use of AI and automated decisions - Empfehlungen für den verantwortlichen Einsatz von KI und automatisierten Entscheidungen,Principles/Guidelines/Charters,https://www.bitkom.org/Bitkom/Publikationen/Empfehlungen-fuer-den-verantwortlichen-Einsatz-von-KI-und-automatisierten-Entscheidungen-Corporate-Digital-Responsibility-and-Decision-Making.html,Private Sector,Germany,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Bundesverband KI,AI Quality Seal - KI Gütesiegel,Principles/Guidelines/Charters,https://ki-verband.de/ki-guetesiegel-ai-made-in-germany,Private Sector,Germany,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Chinese AI Industry Alliance (AIIA),Joint Pledge on Artificial Intelligence Industry Self-Discipline,Policy paper,https://www.newamerica.org/cybersecurity-initiative/digichina/blog/translation-chinese-ai-alliance-drafts-self-discipline-joint-pledge/,Private Sector,China,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club informatique des grandes entreprises françaises (CIGREF),Digital Ethics,Principles/Guidelines/Charters,https://www.cigref.fr/wp/wp-content/uploads/2019/02/Cigref-Syntec-Digital-Ethics-Guide-for-Professionals-of-Digital-Age-2018-October-EN.pdf,Private Sector,France,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Danish Expert Group on Data Ethics - Ekspertgruppen om DATAETIK,Data for the Benefit of the People,Principles/Guidelines/Charters,https://em.dk/media/12190/dataethics-v2.pdf,Private Sector,Denmark,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
DeepMind Ethics & Society,DeepMind Ethics & Society,Principles/Guidelines/Charters,https://deepmind.com/about/ethics-and-society,Private Sector,United Kingdom,Yes,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Deutsche Telekom,Deutsche Telekom: Guidelines for Artificial Intelligence,Principles/Guidelines/Charters,https://www.telekom.com/en/company/digital-responsibility/details/artificial-intelligence-ai-guideline-524366,Private Sector,Germany,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
DrivenData,Deon - An Ethics Checklist for data scientists,Principles/Guidelines/Charters,http://deon.drivendata.org/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Fast.ai,AI Ethics Resources,Meta-analysis,https://www.fast.ai/2018/09/24/ai-ethics-resources/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FAT/ML (Fairness, Accountability, and Transparency in Machine Learning)",Principles for Accountable Algorithms and a Social Impact Statement for Algorithms,Principles/Guidelines/Charters,http://www.fatml.org/resources/principles-for-accountable-algorithms,Private Sector,United States,No,2014,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Future Advocacy,"Ethical, Social, and Political Challenges of Artificial Intelligence in Health",Report/Study,https://wellcome.ac.uk/sites/default/files/ai-in-health-ethical-social-political-challenges.pdf,Private Sector,United Kingdom,Yes,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,AI at Google: our principles,Principles/Guidelines/Charters,https://www.blog.google/technology/ai/ai-principles/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Google - People + AI Research (PAIR),People + AI Guidebook,Principles/Guidelines/Charters,https://pair.withgoogle.com/,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Google AI,Responsible AI Practices,Principles/Guidelines/Charters,https://ai.google/education/responsible-ai-practices,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
H5 (Nicolas Economou),‘Principled’ artificial intelligence could improve justice,Policy paper,https://www.abajournal.com/legalrebels/article/a_principled_artificial_intelligence_could_improve_justice,Private Sector,United States,No,2017,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA Latam,Declaración de Ética para desarrollo y uso de la Inteligencia Artificial,Principles/Guidelines/Charters,http://ia-latam.com/etica-ia-latam/,Private Sector,Latin America,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
The Holberton-Turing Oath,Holberton Turing Oath,Principles/Guidelines/Charters,https://www.holbertonturingoath.org/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
IBM,IBM’s Principles for Trust and Transparency,Principles/Guidelines/Charters,https://www.ibm.com/blogs/policy/wp-content/uploads/2018/06/IBM_Principles_SHORT.V4.3.pdf,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00"
IBM,Everyday Ethics for Artificial Intelligence,Policy paper,https://www.ibm.com/watson/assets/duo/pdf/everydayethics.pdf,Private Sector,United States,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM,Trusted AI (AI Explainability 360 Open Source Toolkit),Policy paper,https://www.research.ibm.com/artificial-intelligence/trusted-ai/,Private Sector,United States,No,2019,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDEO,AI Ethical Compass,Principles/Guidelines/Charters,https://www.ideo.com/blog/ai-needs-an-ethical-compass-this-tool-can-help,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Information Technology Industry (ITI) Council,AI policies and principles,Principles/Guidelines/Charters,https://www.itic.org/dotAsset/50ed66d5-404d-40bb-a8ae-9eeeef55aa76.pdf,Private Sector,United States,No,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Intel,Artificial Intelligence. The Public Policy Opportunity,Policy paper,https://blogs.intel.com/policy/files/2017/10/Intel-Artificial-Intelligence-Public-Policy-White-Paper-2017.pdf,Private Sector,United States,No,2017,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Intel’s AI Privacy Policy White Paper. Protecting Individuals’ Privacy and Data in the Artificial Intelligence World,Policy paper,https://blogs.intel.com/policy/files/2018/10/Intels-AI-Privacy-Policy-White-Paper-2018.pdf,Private Sector,United States,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kakako Corp,Kakao Algorithm Ethics,Principles/Guidelines/Charters,https://www.kakaocorp.com/kakao/ai/algorithm?lang=en,Private Sector,South Korea,No,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Machine Intelligence Garage Ethics Committee,Ethics Framework: Responsible AI,Principles/Guidelines/Charters,https://www.migarage.ai/ethics-framework/?utm_source=dc_main&utm_medium=referral&utm_campaign=machine_intelligence_garage,Private Sector,United Kingdom,Yes,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Microsoft,Facial Recognition Principles,Principles/Guidelines/Charters,https://blogs.microsoft.com/on-the-issues/2018/12/06/facial-recognition-its-time-for-action/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Microsoft,Our Approach: Microsoft AI Principles,Principles/Guidelines/Charters,https://www.microsoft.com/en-us/AI/our-approach-to-ai,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Microsoft,Responsible bots: 10 guidelines for developers of conversational AI,Principles/Guidelines/Charters,https://www.microsoft.com/en-us/research/uploads/prod/2018/11/Bot_Guidelines_Nov_2018.pdf,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Microsoft,The Future Computed – Artificial intelligence and its role in society,Policy paper,https://3er1viui9wo30pkxh1v2nh4w-wpengine.netdna-ssl.com/wp-content/uploads/2018/02/The-Future-Computed_2.8.18.pdf,Private Sector,United States,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Times (Cade Metz),Seeking Ground Rules for A.I.,Principles/Guidelines/Charters,https://www.nytimes.com/2019/03/01/business/ethical-ai-recommendations.html,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
OP Group,Commitments and Principles,Principles/Guidelines/Charters,https://www.op.fi/op-financial-group/corporate-social-responsibility/commitments-and-principles,Private Sector,Finland,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Orange / Arborus,International Charter for Inclusive AI,Principles/Guidelines/Charters,https://charteia.arborus.org/en/,Private Sector,France,Yes,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"Partnership On AI (Apple, Amazon, Google, MS, etc)",Tenets Partnership on AI,Principles/Guidelines/Charters,https://www.partnershiponai.org/tenets/,Private Sector,United States,No,2016,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Philips,Five guiding principles for responsible use of AI in healthcare and healthy living,Principles/Guidelines/Charters,https://www.philips.com/a-w/about/news/archive/blogs/innovation-matters/2020/20200121-five-guiding-principles-for-responsible-use-of-ai-in-healthcare-and-healthy-living.html,Private Sector,Netherlands,Yes,2020,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
AI Recht,Artificial intelligence impact assessment,Principles/Guidelines/Charters,https://airecht.nl/s/Artificial-Intelligence-Impact-Assessment-English.pdf,Private Sector,Netherlands,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PricewaterhouseCoopers,A practical guide to Responsible Artificial Intelligence (AI),Principles/Guidelines/Charters,https://www.pwc.com/gx/en/issues/data-and-analytics/artificial-intelligence/what-is-responsible-ai/responsible-ai-practical-guide.pdf,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
reputable.AI,Principles,Principles/Guidelines/Charters,https://www.reputable.ai/principles,Private Sector,United Kingdom,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SAGE,The Ethics of Code: Developing AI for Business with Five Core Principles,Principles/Guidelines/Charters,https://www.sage.com/~/media/group/files/business-builders/business-builders-ethics-of-code.pdf?la=en,Private Sector,United Kingdom,Yes,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SAP,SAP’s guiding principles for Artificial Intelligence,Principles/Guidelines/Charters,https://www.sap.com/products/leonardo/machine-learning/ai-ethics.html#pdf-asset=940c6047-1c7d-0010-87a3-c30de2ffd8ff&page=1,Private Sector,Germany,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Sony,Sony Group AI Ethics Guidelines,Principles/Guidelines/Charters,https://www.sony.net/SonyInfo/csr_report/humanrights/hkrfmg0000007rtj-att/AI_Engagement_within_Sony_Group.pdf,Private Sector,Japan,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Telefonica,Principos de IA de Telefonica,Principles/Guidelines/Charters,https://www.telefonica.com/es/web/negocio-responsable/nuestros-compromisos/principios-ia,Private Sector,Spain,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Telia Company,Guiding Principles on trusted AI Ethics,Principles/Guidelines/Charters,https://www.teliacompany.com/globalassets/telia-company/documents/about-telia-company/public-policy/2018/guiding-principles-on-trusted-ai-ethics.pdf,Private Sector,Sweden,Yes,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
The Linux Foundation,Manifesto for Data Practices,Principles/Guidelines/Charters,https://datapractices.org/manifesto/,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Tieto,Tieto's ethics guidelines,Principles/Guidelines/Charters,https://www.tieto.com/en/newsroom/all-news-and-releases/corporate-news/2018/10/tieto-strengthens-commitment-to-ethical-use-of-ai/,Private Sector,Finland,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00"
Twitter,Twitter Moments guidelines and principles,Principles/Guidelines/Charters,https://help.twitter.com/en/rules-and-policies/twitter-moments-guidelines-and-principles,Private Sector,United States,No,2019,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Unity Technologies,Introducing Unity’s Guiding Principles for Ethical AI—Unity Blog,Principles/Guidelines/Charters,https://blogs.unity3d.com/2018/11/28/introducing-unitys-guiding-principles-for-ethical-ai/,Private Sector,United States,No,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
UX Studio Team,AI UX: 7 principles of designing Good AI Products,Principles/Guidelines/Charters,https://uxstudioteam.com/ux-blog/ai-ux/,Private Sector,Hungary,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
American Medical Association (AMA),Policy Recommendations on Augmented Intelligence in Health Care H-480.940,Policy paper,https://policysearch.ama-assn.org/policyfinder/detail/augmented%20intelligence?uri=%2FAMADoc%2FHOD.xml-H-480.940.xml,Professional association,United States,No,2018,,Data updated on 02 January 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Association for Computing Machinery (ACM),Statement on Algorithmic Transparency and Accountability,Principles/Guidelines/Charters,https://www.acm.org/binaries/content/assets/public-policy/2017_usacm_statement_algorithms.pdf,Professional association,United States,No,2017,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
CIGREF/Syntec Numérique,Digital Ethics: A guide for professionals of the Digital Age,Principles/Guidelines/Charters,https://www.cigref.fr/wp/wp-content/uploads/2019/02/Cigref-Syntec-Digital-Ethics-Guide-for-Professionals-of-Digital-Age-2018-October-EN.pdf,Professional association,France,Yes,2018,,Data updated on 02 January 2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
